Total Nacional;Distritos;Tipo de dato;Periodo;Total
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2017;102,511
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2016;101,663
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2015;100
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2014;102,761
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2013;104,836
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2012;109,89
Total Nacional;1204008 Castelló de la Plana distrito 08;Índice;2011;113,76
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2022;3,3
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2021;3,2
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2020;0,5
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2019;3,2
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2018;2,9
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2017;0,8
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2016;1,7
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2015;-2,7
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2014;-2
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2013;-4,6
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2012;-3,4
Total Nacional;1204008 Castelló de la Plana distrito 08;Variación anual;2011;..
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2022;115,599
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2021;111,284
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2020;109,42
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2019;106,848
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2018;103,854
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2017;102,084
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2016;100,578
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2015;100
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2014;99,24
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2013;102,94
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2012;106,162
Total Nacional;1204009 Castelló de la Plana distrito 09;Índice;2011;111,201
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2022;3,9
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2021;1,7
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2020;2,4
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2019;2,9
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2018;1,7
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2017;1,5
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2016;0,6
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2015;0,8
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2014;-3,6
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2013;-3
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2012;-4,5
Total Nacional;1204009 Castelló de la Plana distrito 09;Variación anual;2011;..
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2022;112,251
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2021;109,097
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2020;107,671
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2019;105,409
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2018;102,849
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2017;101,879
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2016;100,849
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2015;100
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2014;101,242
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2013;103,498
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2012;105,647
Total Nacional;1303401 Ciudad Real distrito 01;Índice;2011;106,517
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2022;2,9
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2021;1,3
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2020;2,1
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2019;2,5
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2018;1
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2017;1
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2016;0,8
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2015;-1,2
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2014;-2,2
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2013;-2
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2012;-0,8
Total Nacional;1303401 Ciudad Real distrito 01;Variación anual;2011;..
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2022;113,379
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2021;110,983
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2020;108,803
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2019;107,792
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2018;105,656
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2017;103,106
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2016;102,801
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2015;100
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2014;102,212
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2013;103,282
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2012;107,41
Total Nacional;1303402 Ciudad Real distrito 02;Índice;2011;107,433
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2022;2,2
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2021;2
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2020;0,9
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2019;2
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2018;2,5
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2017;0,3
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2016;2,8
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2015;-2,2
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2014;-1
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2013;-3,8
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2012;0
Total Nacional;1303402 Ciudad Real distrito 02;Variación anual;2011;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2022;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2021;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2020;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2019;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2018;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2017;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2016;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2015;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2014;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2013;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2012;..
Total Nacional;1303403 Ciudad Real distrito 03;Índice;2011;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2022;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2021;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2020;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2019;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2018;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2017;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2016;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2015;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2014;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2013;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2012;..
Total Nacional;1303403 Ciudad Real distrito 03;Variación anual;2011;..
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2022;110,19
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2021;108,049
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2020;105,147
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2019;105,288
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2018;102,868
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2017;101,768
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2016;102,21
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2015;100
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2014;102,832
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2013;104,757
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2012;109,306
Total Nacional;1303404 Ciudad Real distrito 04;Índice;2011;110,189
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2022;2
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2021;2,8
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2020;-0,1
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2019;2,4
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2018;1,1
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2017;-0,4
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2016;2,2
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2015;-2,8
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2014;-1,8
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2013;-4,2
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2012;-0,8
Total Nacional;1303404 Ciudad Real distrito 04;Variación anual;2011;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2022;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2021;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2020;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2019;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2018;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2017;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2016;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2015;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2014;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2013;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2012;..
Total Nacional;1303405 Ciudad Real distrito 05;Índice;2011;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2022;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2021;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2020;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2019;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2018;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2017;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2016;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2015;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2014;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2013;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2012;..
Total Nacional;1303405 Ciudad Real distrito 05;Variación anual;2011;..
Total Nacional;1402101 Córdoba distrito 01;Índice;2022;110,461
Total Nacional;1402101 Córdoba distrito 01;Índice;2021;108,651
Total Nacional;1402101 Córdoba distrito 01;Índice;2020;107,648
Total Nacional;1402101 Córdoba distrito 01;Índice;2019;107,153
Total Nacional;1402101 Córdoba distrito 01;Índice;2018;103,149
Total Nacional;1402101 Córdoba distrito 01;Índice;2017;101,959
Total Nacional;1402101 Córdoba distrito 01;Índice;2016;101,039
Total Nacional;1402101 Córdoba distrito 01;Índice;2015;100
Total Nacional;1402101 Córdoba distrito 01;Índice;2014;100,887
Total Nacional;1402101 Córdoba distrito 01;Índice;2013;101,615
Total Nacional;1402101 Córdoba distrito 01;Índice;2012;102,338
Total Nacional;1402101 Córdoba distrito 01;Índice;2011;102,299
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2022;1,7
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2021;0,9
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2020;0,5
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2019;3,9
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2018;1,2
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2017;0,9
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2016;1
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2015;-0,9
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2014;-0,7
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2013;-0,7
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2012;0
Total Nacional;1402101 Córdoba distrito 01;Variación anual;2011;..
Total Nacional;1402102 Córdoba distrito 02;Índice;2022;109,42
Total Nacional;1402102 Córdoba distrito 02;Índice;2021;107,209
Total Nacional;1402102 Córdoba distrito 02;Índice;2020;105,582
Total Nacional;1402102 Córdoba distrito 02;Índice;2019;105,421
Total Nacional;1402102 Córdoba distrito 02;Índice;2018;104,032
Total Nacional;1402102 Córdoba distrito 02;Índice;2017;102,998
Total Nacional;1402102 Córdoba distrito 02;Índice;2016;101,083
Total Nacional;1402102 Córdoba distrito 02;Índice;2015;100
Total Nacional;1402102 Córdoba distrito 02;Índice;2014;101,231
Total Nacional;1402102 Córdoba distrito 02;Índice;2013;98,923
Total Nacional;1402102 Córdoba distrito 02;Índice;2012;102,415
Total Nacional;1402102 Córdoba distrito 02;Índice;2011;103,117
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2022;2,1
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2021;1,5
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2020;0,2
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2019;1,3
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2018;1
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2017;1,9
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2016;1,1
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2015;-1,2
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2014;2,3
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2013;-3,4
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2012;-0,7
Total Nacional;1402102 Córdoba distrito 02;Variación anual;2011;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2022;114,663
Total Nacional;1402103 Córdoba distrito 03;Índice;2021;112,731
Total Nacional;1402103 Córdoba distrito 03;Índice;2020;109,855
Total Nacional;1402103 Córdoba distrito 03;Índice;2019;108,371
Total Nacional;1402103 Córdoba distrito 03;Índice;2018;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2017;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2016;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2015;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2014;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2013;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2012;..
Total Nacional;1402103 Córdoba distrito 03;Índice;2011;..
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2022;1,7
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2021;2,6
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2020;1,4
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2019;3,4
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2018;..
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2017;..
Total Nacional;1402103 Córdoba distrito 03;Variación anual;2016;..
