Total Nacional;Provincias;Tipo de edificación;Tipo de dato;Periodo;Total
Total Nacional;06 Badajoz;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2022;112,709
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2021;109,886
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2020;107,971
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2019;106,893
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2018;104,174
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2017;102,795
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2016;101,997
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2015;100
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2014;100,413
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2013;100,981
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2012;102,903
Total Nacional;06 Badajoz;Vivienda colectiva;Índice;2011;103,846
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2022;2,6
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2021;1,8
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2020;1
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2019;2,6
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2018;1,3
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2017;0,8
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2016;2
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2015;-0,4
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2014;-0,6
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2013;-1,9
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2012;-0,9
Total Nacional;06 Badajoz;Vivienda colectiva;Variación anual;2011;..
Total Nacional;07 Balears, Illes;Total;Índice;2022;120,007
Total Nacional;07 Balears, Illes;Total;Índice;2021;115,745
Total Nacional;07 Balears, Illes;Total;Índice;2020;113,259
Total Nacional;07 Balears, Illes;Total;Índice;2019;113,469
Total Nacional;07 Balears, Illes;Total;Índice;2018;109,221
Total Nacional;07 Balears, Illes;Total;Índice;2017;105,011
Total Nacional;07 Balears, Illes;Total;Índice;2016;102,167
Total Nacional;07 Balears, Illes;Total;Índice;2015;100
Total Nacional;07 Balears, Illes;Total;Índice;2014;98,765
Total Nacional;07 Balears, Illes;Total;Índice;2013;98,206
Total Nacional;07 Balears, Illes;Total;Índice;2012;99,158
Total Nacional;07 Balears, Illes;Total;Índice;2011;100,055
Total Nacional;07 Balears, Illes;Total;Variación anual;2022;3,7
Total Nacional;07 Balears, Illes;Total;Variación anual;2021;2,2
Total Nacional;07 Balears, Illes;Total;Variación anual;2020;-0,2
Total Nacional;07 Balears, Illes;Total;Variación anual;2019;3,9
Total Nacional;07 Balears, Illes;Total;Variación anual;2018;4
Total Nacional;07 Balears, Illes;Total;Variación anual;2017;2,8
Total Nacional;07 Balears, Illes;Total;Variación anual;2016;2,2
Total Nacional;07 Balears, Illes;Total;Variación anual;2015;1,3
Total Nacional;07 Balears, Illes;Total;Variación anual;2014;0,6
Total Nacional;07 Balears, Illes;Total;Variación anual;2013;-1
Total Nacional;07 Balears, Illes;Total;Variación anual;2012;-0,9
Total Nacional;07 Balears, Illes;Total;Variación anual;2011;..
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2022;116,144
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2021;112,338
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2020;109,452
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2019;109,533
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2018;107,725
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2017;104,642
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2016;102,192
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2015;100
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2014;98,474
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2013;97,82
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2012;98,263
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Índice;2011;98,718
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2022;3,4
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2021;2,6
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2020;-0,1
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2019;1,7
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2018;2,9
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2017;2,4
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2016;2,2
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2015;1,5
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2014;0,7
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2013;-0,5
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2012;-0,5
Total Nacional;07 Balears, Illes;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2022;121,051
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2021;116,655
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2020;114,293
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2019;114,538
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2018;109,628
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2017;105,112
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2016;102,16
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2015;100
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2014;98,844
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2013;98,311
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2012;99,393
Total Nacional;07 Balears, Illes;Vivienda colectiva;Índice;2011;100,402
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2022;3,8
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2021;2,1
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2020;-0,2
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2019;4,5
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2018;4,3
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2017;2,9
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2016;2,2
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2015;1,2
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2014;0,5
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2013;-1,1
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2012;-1
Total Nacional;07 Balears, Illes;Vivienda colectiva;Variación anual;2011;..
Total Nacional;08 Barcelona;Total;Índice;2022;117,306
Total Nacional;08 Barcelona;Total;Índice;2021;114,388
Total Nacional;08 Barcelona;Total;Índice;2020;113,04
Total Nacional;08 Barcelona;Total;Índice;2019;111,871
Total Nacional;08 Barcelona;Total;Índice;2018;107,785
Total Nacional;08 Barcelona;Total;Índice;2017;104,134
Total Nacional;08 Barcelona;Total;Índice;2016;101,801
Total Nacional;08 Barcelona;Total;Índice;2015;100
Total Nacional;08 Barcelona;Total;Índice;2014;99,358
Total Nacional;08 Barcelona;Total;Índice;2013;100,077
Total Nacional;08 Barcelona;Total;Índice;2012;102,74
Total Nacional;08 Barcelona;Total;Índice;2011;104,49
Total Nacional;08 Barcelona;Total;Variación anual;2022;2,6
Total Nacional;08 Barcelona;Total;Variación anual;2021;1,2
Total Nacional;08 Barcelona;Total;Variación anual;2020;1
Total Nacional;08 Barcelona;Total;Variación anual;2019;3,8
Total Nacional;08 Barcelona;Total;Variación anual;2018;3,5
Total Nacional;08 Barcelona;Total;Variación anual;2017;2,3
Total Nacional;08 Barcelona;Total;Variación anual;2016;1,8
Total Nacional;08 Barcelona;Total;Variación anual;2015;0,6
Total Nacional;08 Barcelona;Total;Variación anual;2014;-0,7
Total Nacional;08 Barcelona;Total;Variación anual;2013;-2,6
Total Nacional;08 Barcelona;Total;Variación anual;2012;-1,7
Total Nacional;08 Barcelona;Total;Variación anual;2011;..
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2022;112,128
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2021;109,388
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2020;107,437
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2019;106,423
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2018;105,299
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2017;103,304
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2016;101,924
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2015;100
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2014;98,931
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2013;98,689
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2012;99,978
Total Nacional;08 Barcelona;Vivienda unifamiliar;Índice;2011;101,298
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2022;2,5
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2021;1,8
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2020;1
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2019;1,1
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2018;1,9
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2017;1,4
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2016;1,9
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2015;1,1
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2014;0,2
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2013;-1,3
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2012;-1,3
Total Nacional;08 Barcelona;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2022;117,853
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2021;114,918
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2020;113,632
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2019;112,448
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2018;108,053
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2017;104,225
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2016;101,788
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2015;100
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2014;99,404
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2013;100,224
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2012;103,024
Total Nacional;08 Barcelona;Vivienda colectiva;Índice;2011;104,815
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2022;2,6
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2021;1,1
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2020;1,1
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2019;4,1
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2018;3,7
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2017;2,4
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2016;1,8
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2015;0,6
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2014;-0,8
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2013;-2,7
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2012;-1,7
Total Nacional;08 Barcelona;Vivienda colectiva;Variación anual;2011;..
Total Nacional;09 Burgos;Total;Índice;2022;111,155
Total Nacional;09 Burgos;Total;Índice;2021;109,116
Total Nacional;09 Burgos;Total;Índice;2020;107,283
Total Nacional;09 Burgos;Total;Índice;2019;106,441
Total Nacional;09 Burgos;Total;Índice;2018;103,874
Total Nacional;09 Burgos;Total;Índice;2017;102,308
Total Nacional;09 Burgos;Total;Índice;2016;101,009
Total Nacional;09 Burgos;Total;Índice;2015;100
Total Nacional;09 Burgos;Total;Índice;2014;100,203
Total Nacional;09 Burgos;Total;Índice;2013;101,024
Total Nacional;09 Burgos;Total;Índice;2012;103,795
Total Nacional;09 Burgos;Total;Índice;2011;105,383
Total Nacional;09 Burgos;Total;Variación anual;2022;1,9
Total Nacional;09 Burgos;Total;Variación anual;2021;1,7
Total Nacional;09 Burgos;Total;Variación anual;2020;0,8
Total Nacional;09 Burgos;Total;Variación anual;2019;2,5
Total Nacional;09 Burgos;Total;Variación anual;2018;1,5
Total Nacional;09 Burgos;Total;Variación anual;2017;1,3
Total Nacional;09 Burgos;Total;Variación anual;2016;1
Total Nacional;09 Burgos;Total;Variación anual;2015;-0,2
Total Nacional;09 Burgos;Total;Variación anual;2014;-0,8
Total Nacional;09 Burgos;Total;Variación anual;2013;-2,7
Total Nacional;09 Burgos;Total;Variación anual;2012;-1,5
Total Nacional;09 Burgos;Total;Variación anual;2011;..
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2022;108,862
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2021;107,202
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2020;105,338
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2019;104,91
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2018;104,093
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2017;101,979
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2016;100,678
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2015;100
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2014;98,889
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2013;98,686
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2012;100,837
Total Nacional;09 Burgos;Vivienda unifamiliar;Índice;2011;101,164
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2022;1,5
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2021;1,8
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2020;0,4
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2019;0,8
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2018;2,1
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2017;1,3
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2016;0,7
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2015;1,1
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2014;0,2
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2013;-2,1
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2012;-0,3
Total Nacional;09 Burgos;Vivienda unifamiliar;Variación anual;2011;..
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2022;111,323
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2021;109,254
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2020;107,424
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2019;106,551
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2018;103,856
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2017;102,332
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2016;101,032
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2015;100
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2014;100,295
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2013;101,187
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2012;103,999
Total Nacional;09 Burgos;Vivienda colectiva;Índice;2011;105,668
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2022;1,9
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2021;1,7
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2020;0,8
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2019;2,6
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2018;1,5
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2017;1,3
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2016;1
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2015;-0,3
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2014;-0,9
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2013;-2,7
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2012;-1,6
Total Nacional;09 Burgos;Vivienda colectiva;Variación anual;2011;..
Total Nacional;10 Cáceres;Total;Índice;2022;111,282
Total Nacional;10 Cáceres;Total;Índice;2021;109,023
Total Nacional;10 Cáceres;Total;Índice;2020;107,052
Total Nacional;10 Cáceres;Total;Índice;2019;106,212
Total Nacional;10 Cáceres;Total;Índice;2018;103,764
Total Nacional;10 Cáceres;Total;Índice;2017;102,367
Total Nacional;10 Cáceres;Total;Índice;2016;101,091
Total Nacional;10 Cáceres;Total;Índice;2015;100
Total Nacional;10 Cáceres;Total;Índice;2014;100,693
Total Nacional;10 Cáceres;Total;Índice;2013;101,681
Total Nacional;10 Cáceres;Total;Índice;2012;104,077
Total Nacional;10 Cáceres;Total;Índice;2011;105,165
Total Nacional;10 Cáceres;Total;Variación anual;2022;2,1
Total Nacional;10 Cáceres;Total;Variación anual;2021;1,8
Total Nacional;10 Cáceres;Total;Variación anual;2020;0,8
Total Nacional;10 Cáceres;Total;Variación anual;2019;2,4
Total Nacional;10 Cáceres;Total;Variación anual;2018;1,4
Total Nacional;10 Cáceres;Total;Variación anual;2017;1,3
Total Nacional;10 Cáceres;Total;Variación anual;2016;1,1
Total Nacional;10 Cáceres;Total;Variación anual;2015;-0,7
Total Nacional;10 Cáceres;Total;Variación anual;2014;-1
Total Nacional;10 Cáceres;Total;Variación anual;2013;-2,3
Total Nacional;10 Cáceres;Total;Variación anual;2012;-1
Total Nacional;10 Cáceres;Total;Variación anual;2011;..
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2022;110,251
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2021;108,131
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2020;106,844
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2019;106,082
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2018;103,731
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2017;102,559
Total Nacional;10 Cáceres;Vivienda unifamiliar;Índice;2016;101,621
